filename,level_1,grapheme,phoneme,filenameFixed,level_1,graphemeFixed,phonemeFixed
1808_-_Frases,307,era,\e\.\r\\a\,1808_-_Frases,307,era,'\e\.\r\\a\
1808_-_Frases,308,Em,\e~j~\.\p\\o\\X\.\t\\u\.\g\\a\\w\\pau\,1808_-_Frases,308,Em,\e~j~\.\p\\o\\X\'\t\\u\.\g\\a\\w\\pau\
1808_-_Frases,308,a,\R\\a\.\i~\.\J\\a\,1808_-_Frases,308,a,\R\\a\'\i~\.\J\\a\
1808_-_Frases,308,I,\e\'\r\\a\,1808_-_Frases,308,I,'\e\.\r\\a\
1808_-_Frases,308,era,'\p\\e\\X\.\s\\e\.\g\\i\.\d\\a\,1808_-_Frases,308,era,\p\\e\\X\.\s\\e\'\g\\i\.\d\\a\
1808_-_Frases,308,por,\d\\e\.\m\\o\\n\\i\\u\\s\,1808_-_Frases,308,por,\d\\e\'\m\\o\\n\\i\\u\\s\
1808_-_Frases,310,do,\p\\a\\j\\pau\,1808_-_Frases,310,do,'\p\\a\\j\\pau\
1808_-_Frases,310,"pai,",'\k\\i~\.\J\\e~\.\t\\u\\s\\pau\,1808_-_Frases,310,"pai,",\k\\i~\'\J\\e~\.\t\\u\\s\\pau\
1808_-_Frases,310,José,\m\\O\\X\'\t\\u\,1808_-_Frases,310,José,'\m\\O\\X\.\t\\u\
1808_-_Frases,310,"I,",\e~j~\'\m\\i\\w\,1808_-_Frases,310,"I,",'\e~j~\.\m\\i\\w\
1808_-_Frases,310,morto,'\o\\j\.\t\\o\.\s\\e~\.\t\\u\\z\,1808_-_Frases,310,morto,\o\\j\.\t\\o\'\s\\e~\.\t\\u\\z\
1808_-_Frases,310,"1877,",'\s\\e\.\t\\e~\.\t\\a\,1808_-_Frases,310,"1877,",\s\\e\'\t\\e~\.\t\\a\
1808_-_Frases,310,uma,\s\\E\.\tS\\i\\pau\,1808_-_Frases,310,uma,'\s\\E\.\tS\\i\\pau\
1808_-_Frases,310,massa,\k\\o~\'\m\\u\,1808_-_Frases,310,massa,'\k\\o~\.\m\\u\
1808_-_Frases,310,"cinzas,",'\k\\a\\w\.\s\\i~\.\n\\a\.\d\\a\,1808_-_Frases,310,"cinzas,",\k\\a\\w\.\s\\i~\'\n\\a\.\d\\a\
1808_-_Frases,310,pedestal,\s\\o\\b\\r\\i\,1808_-_Frases,310,pedestal,'\s\\o\\b\\r\\i\
1808_-_Frases,310,ferro,'\p\\e\.\d\\e\\s\.\t\\a\\w\,1808_-_Frases,310,ferro,\p\\e\.\d\\e\\s\'\t\\a\\w\
1808_-_Frases,310,"derretido,",'\dZ\\i\,1808_-_Frases,310,"derretido,",\dZ\\i\
1808_-_Frases,310,negro,\f\\E\.\R\\u\,1808_-_Frases,310,negro,'\f\\E\.\R\\u\
1808_-_Frases,310,"horrível,",\n\\e\.\g\\r\\u\,1808_-_Frases,310,"horrível,",'\n\\e\.\g\\r\\u\
1808_-_Frases,310,que,'\i\,1808_-_Frases,310,que,\i\
1808_-_Frases,310,uma,\o\.\R\\i\\v\\e\\w\\pau\,1808_-_Frases,310,uma,\o\'\R\\i\\v\\e\\w\\pau\
1808_-_Frases,310,legião,'\k\\i\,1808_-_Frases,310,legião,\k\\i\
1808_-_Frases,310,tentava,\l\\e\'\Z\\i\.\a~\\w~\,1808_-_Frases,310,tentava,\l\\e\.\Z\\i\'\a~\\w~\
1808_-_Frases,310,"derrubar,",\f\\a~\.\t\\a\\z\.\m\\a\.\g\\O\\r\\i\.\k\\a\,1808_-_Frases,310,"derrubar,",\f\\a~\.\t\\a\\z\.\m\\a\'\g\\O\\r\\i\.\k\\a\
1808_-_Frases,310,segundo,\t\\e~\.\t\\a\.\v\\a\,1808_-_Frases,310,segundo,\t\\e~\'\t\\a\.\v\\a\
1808_-_Frases,310,a,\d\\e\'\R\\u\.\b\\a\\X\\pau\,1808_-_Frases,310,a,\d\\e\.\R\\u\'\b\\a\\X\\pau\
1808_-_Frases,310,descrição,\s\\e\.\g\\u~\.\d\\u\,1808_-_Frases,310,descrição,\s\\e\'\g\\u~\.\d\\u\
1808_-_Frases,310,o,\s\\e\.\u\\s\,1808_-_Frases,310,o,'\s\\e\.\u\\s\
1808_-_Frases,310,marquês,\m\\i~\.\n\\i\\s\.\t\\r\\u\\s\\pau\,1808_-_Frases,310,marquês,\m\\i~\'\n\\i\\s\.\t\\r\\u\\s\\pau\
1808_-_Frases,310,Angeja.,'\m\\a\\X\.\k\\e\\js\,1808_-_Frases,310,Angeja.,\m\\a\\X\'\k\\e\\js\
1808_-_Frases,310,,\a~\.\Z\\e\.\Z\\a\,1808_-_Frases,310,,\a~\'\Z\\e\.\Z\\a\
1808_-_Frases,312,dois,'\s\\o\.\b\\e\.\r\\a~\.\n\\u\\s\,1808_-_Frases,312,dois,\s\\o\.\b\\e\'\r\\a~\.\n\\u\\s\
1808_-_Frases,312,soberanos,\s\\o\.\f\\r\\i\'\a~\\w~\,1808_-_Frases,312,soberanos,\s\\o\'\f\\r\\i\.\a~\\w~\
1808_-_Frases,312,de,\t\\r\\a~\\s\.\t\\O\\R\.\n\\u\\s\,1808_-_Frases,312,de,\t\\r\\a~\\s\'\t\\O\\R\.\n\\u\\s\
1808_-_Frases,312,mentais,\k\\u\'\Z\\a\,1808_-_Frases,312,mentais,'\k\\u\.\Z\\a\
1808_-_Frases,312,cuja,'\n\\a\.\t\\u\.\r\\e\.\z\\a\,1808_-_Frases,312,cuja,\n\\a\.\t\\u\'\r\\e\.\z\\a\
1808_-_Frases,312,natureza,\a\.\t\\E\\O\'\Z\\i\,1808_-_Frases,312,natureza,'\a\.\t\\E\\O\.\Z\\i\
1808_-_Frases,312,até,\m\\E\\dZ\\i\'\k\\u\\z\,1808_-_Frases,312,até,'\m\\E\\dZ\\i\.\k\\u\\z\
1808_-_Frases,312,hoje,'\i\,1808_-_Frases,312,hoje,\i\
1808_-_Frases,312,médicos,'\s\\i\.\e~\.\tS\\i\\s\.\t\\a\\js\,1808_-_Frases,312,médicos,\s\\i\.\e~\'\tS\\i\\s\.\t\\a\\js\
1808_-_Frases,312,e,\t\\e~\.\t\\a~\\w~\,1808_-_Frases,312,e,'\t\\e~\.\t\\a~\\w~\
1808_-_Frases,313,que,\a~\.\b\\u\\s\,1808_-_Frases,313,que,'\a~\.\b\\u\\s\
1808_-_Frases,313,fossem,'\dZ\\i\,1808_-_Frases,313,fossem,\dZ\\i\
1808_-_Frases,313,vítimas,'\u~\,1808_-_Frases,313,vítimas,\u~\
1808_-_Frases,313,de,\m\\a\\w\,1808_-_Frases,313,de,'\m\\a\\w\
1808_-_Frases,313,um,\S\\a\.\m\\a\.\d\\u\,1808_-_Frases,313,um,\S\\a\'\m\\a\.\d\\u\
1808_-_Frases,313,mal,'\p\\o\\X\.\f\\i\.\r\\i\.\a\,1808_-_Frases,313,mal,\p\\o\\X\.\f\\i\'\r\\i\.\a\
1808_-_Frases,313,chamado,\v\\a\'\r\\i\\e\.\g\\a\.\t\\a\\pau\,1808_-_Frases,313,chamado,\v\\a\.\r\\i\\e\'\g\\a\.\t\\a\\pau\
1808_-_Frases,313,porfiria,\d\\o\.\e~\'\s\\a\,1808_-_Frases,313,porfiria,\d\\o\'\e~\.\s\\a\
1808_-_Frases,313,"variegata,",\e\.\r\\e\'\dZ\\i\.\t\\a\.\r\\i\\a\,1808_-_Frases,313,"variegata,",\e\.\r\\e\.\dZ\\i\'\t\\a\.\r\\i\\a\
1808_-_Frases,313,hereditária,\s\\i~\.\t\\o~\.\m\\a\\js\,1808_-_Frases,313,hereditária,\s\\i~\'\t\\o~\.\m\\a\\js\
1808_-_Frases,313,de,\s\\e\.\m\\e\.\L\\a~\.\tS\\i\\z\,1808_-_Frases,313,de,\s\\e\.\m\\e\'\L\\a~\.\tS\\i\\z\
1808_-_Frases,313,aos,\e\\s\.\k\\i\.\z\\o\.\f\\r\\e\.\n\\i\.\a\,1808_-_Frases,313,aos,\e\\s\.\k\\i\.\z\\o\.\f\\r\\e\'\n\\i\.\a\
1808_-_Frases,313,e,\p\\s\\i\.\k\\O\.\z\\i\,1808_-_Frases,313,e,\p\\s\\i\'\k\\O\.\z\\i\
1808_-_Frases,313,da,\m\\a\.\n\\i\\a\.\k\\o\.\d\\e\.\p\\r\\e\.\s\\i\.\v\\a\\pau\,1808_-_Frases,313,da,\m\\a\.\n\\i\\a\'\k\\o\.\d\\e\.\p\\r\\e\.\s\\i\.\v\\a\\pau\
1808_-_Frases,313,psicose,\a\'\t\\u\.\a\\w\.\m\\e~\.\tS\\i\,1808_-_Frases,313,psicose,\a\.\t\\u\.\a\\w\'\m\\e~\.\tS\\i\
1808_-_Frases,313,"maníaco-depressiva,",\k\\o\'\J\\e\.\s\\i\.\d\\a\,1808_-_Frases,313,"maníaco-depressiva,",\k\\o\.\J\\e\'\s\\i\.\d\\a\
1808_-_Frases,313,atualmente,\k\\o~\.\m\\u\,1808_-_Frases,313,atualmente,'\k\\o~\.\m\\u\
1808_-_Frases,313,conhecida,\t\\r\\a~\\s\.\t\\o\\R\.\n\\u\,1808_-_Frases,313,conhecida,\t\\r\\a~\\s\'\t\\o\\R\.\n\\u\
1808_-_Frases,313,transtorno,'\dZ\\i\,1808_-_Frases,313,transtorno,\dZ\\i\
1808_-_Frases,315,que,\Z\\e\.\O\\R\.\Z\\i\,1808_-_Frases,315,que,\Z\\e\'\O\\R\.\Z\\i\
1808_-_Frases,315,III,\R\\e\'\i~\.\n\\ow\,1808_-_Frases,315,III,\R\\e\.\i~\'\n\\ow\
1808_-_Frases,315,na,\i~\.\g\\l\\a\.\t\\E\.\R\\a\,1808_-_Frases,315,na,\i~\.\g\\l\\a\'\t\\E\.\R\\a\
1808_-_Frases,315,Inglaterra,\f\\O\.\r\\a~\\w~\,1808_-_Frases,315,Inglaterra,'\f\\O\.\r\\a~\\w~\
1808_-_Frases,315,foram,'\e~\.\t\\r\\e\.\k\\o\\X\.\t\\a\.\d\\u\\s\,1808_-_Frases,315,foram,\e~\.\t\\r\\e\.\k\\o\\X\'\t\\a\.\d\\u\\s\
1808_-_Frases,315,por,\s\\u\\X\.\t\\u\\s\,1808_-_Frases,315,por,'\s\\u\\X\.\t\\u\\s\
1808_-_Frases,315,surtos,'\p\\s\\i\.\k\\O\\tS\\i\.\k\\u\\s\,1808_-_Frases,315,surtos,\p\\s\\i\'\k\\O\\tS\\i\.\k\\u\\s\
1808_-_Frases,316,,\s\\e~j~\.\p\\a\.\r\\a\\X\,1808_-_Frases,316,,\s\\e~j~\'\p\\a\.\r\\a\\X\
1808_-_Frases,317,Em,\e~j~\.\ow\.\t\\r\\a\,1808_-_Frases,317,Em,'\e~j~\.\ow\.\t\\r\\a\
1808_-_Frases,317,outra,'\o\.\k\\a\.\z\\i\.\a~\\w~\\pau\,1808_-_Frases,317,outra,\o\.\k\\a\.\z\\i\'\a~\\w~\\pau\
1808_-_Frases,317,"ocasião,",\R\\e\.\u~\.\n\\i\\u\,1808_-_Frases,317,"ocasião,",\R\\e\.\u~\'\n\\i\\u\
1808_-_Frases,317,a,\k\\O\\X\.\tS\\i\,1808_-_Frases,317,a,'\k\\O\\X\.\tS\\i\
1808_-_Frases,317,para,'\a\.\n\\u~\.\s\\i\.\a\\X\,1808_-_Frases,317,para,\a\.\n\\u~\.\s\\i\'\a\\X\
1808_-_Frases,317,anunciar,\t\\e\\X\,1808_-_Frases,317,anunciar,'\t\\e\\X\
1808_-_Frases,317,ter,'\k\\o~\.\s\\e\.\b\\i\.\d\\u\,1808_-_Frases,317,ter,\k\\o~\.\s\\e\'\b\\i\.\d\\u\
1808_-_Frases,317,uma,\n\\O\.\v\\a\,1808_-_Frases,317,uma,'\n\\O\.\v\\a\
1808_-_Frases,317,nova,'\d\\ow\.\t\\r\\i~\.\n\\a\,1808_-_Frases,317,nova,\d\\ow\'\t\\r\\i~\.\n\\a\
1808_-_Frases,317,da,\t\\r\\i~\.\d\\a\.\dZ\\i\,1808_-_Frases,317,da,\t\\r\\i~\'\d\\a\.\dZ\\i\
1808_-_Frases,317,segundo,\e\'\l\\i\,1808_-_Frases,317,segundo,'\e\.\l\\i\
1808_-_Frases,317,por,\d\\e\.\u\\s\\pau\,1808_-_Frases,317,por,'\d\\e\.\u\\s\\pau\
1808_-_Frases,317,médico,\p\\a\\X\.\tS\\i\.\k\\u\.\l\\a\\r\,1808_-_Frases,317,médico,\p\\a\\X\.\tS\\i\.\k\\u\'\l\\a\\r\
1808_-_Frases,317,a,\k\\o~\.\d\\E\.\s\\a\,1808_-_Frases,317,a,\k\\o~\'\d\\E\.\s\\a\
1808_-_Frases,317,condessa,'\dZ\\i\,1808_-_Frases,317,condessa,\dZ\\i\
1808_-_Frases,317,de,\p\\e~\.\b\\r\\O\.\k\\i\\pau\,1808_-_Frases,317,de,\p\\e~\'\b\\r\\O\.\k\\i\\pau\
1808_-_Frases,317,"Penbroke,",\d\\a~\'\m\\a\,1808_-_Frases,317,"Penbroke,",'\d\\a~\.\m\\a\
1808_-_Frases,317,de,\o~\.\R\\a\,1808_-_Frases,317,de,'\o~\.\R\\a\
1808_-_Frases,317,de,\s\\u\.\a\,1808_-_Frases,317,de,'\s\\u\.\a\
1808_-_Frases,317,sua,\m\\u\.\L\\e\\X\\pau\,1808_-_Frases,317,sua,\m\\u\'\L\\e\\X\\pau\
1808_-_Frases,317,a,\R\\a\.\i~\.\J\\a\,1808_-_Frases,317,a,\R\\a\'\i~\.\J\\a\
1808_-_Frases,317,rainha,'\S\\a\\R\.\l\\O\.\tS\\tS\\i\,1808_-_Frases,317,rainha,\S\\a\\R\'\l\\O\.\tS\\tS\\i\
1808_-_Frases,318,médico,\m\\E\\dZ\\i\.\k\\u\,1808_-_Frases,318,médico,'\m\\E\\dZ\\i\.\k\\u\
1808_-_Frases,318,Richard,\R\\i\.\S\\a\\R\.\dZ\,1808_-_Frases,318,Richard,'\R\\i\.\S\\a\\R\.\dZ\
1808_-_Frases,318,em,\e~j~\.\m\\i\\w\,1808_-_Frases,318,em,'\e~j~\.\m\\i\\w\
1808_-_Frases,318,1788.,\s\\e\.\t\\e\.\s\\e~\.\t\\u\\z\,1808_-_Frases,318,1788.,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\
1808_-_Frases,318,,\o\\j\.\t\\e~\.\t\\a\,1808_-_Frases,318,,\o\\j\'\t\\e~\.\t\\a\
1808_-_Frases,318,,'\i\,1808_-_Frases,318,,\i\
1808_-_Frases,318,,\o\\j\.\t\\u\,1808_-_Frases,318,,'\o\\j\.\t\\u\
1808_-_Frases,319,cuidados,'\k\\u\\i\.\d\\a\.\d\\u\\s\,1808_-_Frases,319,cuidados,\k\\u\\i\'\d\\a\.\d\\u\\s\
1808_-_Frases,319,médico,\m\\E\\dZ\\i\.\k\\u\,1808_-_Frases,319,médico,'\m\\E\\dZ\\i\.\k\\u\
1808_-_Frases,319,padre,\p\\a\.\d\\r\\i\,1808_-_Frases,319,padre,'\p\\a\.\d\\r\\i\
1808_-_Frases,319,submeteu,\s\\u\\b\'\m\\e\.\t\\e\\u\,1808_-_Frases,319,submeteu,\s\\u\\b\.\m\\e\'\t\\e\\u\
1808_-_Frases,319,tratamento,\t\\r\\a\'\t\\a\.\m\\e~\.\t\\u\,1808_-_Frases,319,tratamento,\t\\r\\a\.\t\\a\'\m\\e~\.\t\\u\
1808_-_Frases,319,choque,\S\\O\.\k\\i\,1808_-_Frases,319,choque,'\S\\O\.\k\\i\
1808_-_Frases,319,uso,\u\.\z\\u\,1808_-_Frases,319,uso,'\u\.\z\\u\
1808_-_Frases,319,camisa-de-força,'\k\\a\.\m\\i\.\z\\a\,1808_-_Frases,319,camisa-de-força,\k\\a\'\m\\i\.\z\\a\
1808_-_Frases,319,imobilizá-lo,'\k\\a\.\d\\ej\.\r\\a\,1808_-_Frases,319,imobilizá-lo,\k\\a\'\d\\ej\.\r\\a\
1808_-_Frases,319,nos,\p\\a\.\r\\a\,1808_-_Frases,319,nos,'\p\\a\.\r\\a\
1808_-_Frases,319,de,\a\.\s\\E\.\s\\u\\s\,1808_-_Frases,319,de,\a\'\s\\E\.\s\\u\\s\
1808_-_Frases,319,,'\l\\ow\.\k\\u\.\r\\a\,1808_-_Frases,319,,\l\\ow\'\k\\u\.\r\\a\
1808_-_Frases,320,uma,\s\\i\.\e~\.\s\\i\\a\,1808_-_Frases,320,uma,\s\\i\'\e~\.\s\\i\\a\
1808_-_Frases,320,desconhecida,\t\\a~\.\b\\e~j~\,1808_-_Frases,320,desconhecida,\t\\a~\'\b\\e~j~\
1808_-_Frases,320,-,\f\\o\\j\,1808_-_Frases,320,-,'\f\\o\\j\
1808_-_Frases,320,Psiquiatria,'\a\,1808_-_Frases,320,Psiquiatria,\a\
1808_-_Frases,320,"-,",\p\\o\\X\'\t\\u\.\g\\a\\w\\pau\,1808_-_Frases,320,"-,",\p\\o\\X\.\t\\u\'\g\\a\\w\\pau\
1808_-_Frases,320,Willis,\e~j~\.\m\\i\\w\,1808_-_Frases,320,Willis,'\e~j~\.\m\\i\\w\
1808_-_Frases,320,chamado,'\n\\o\.\v\\e~\.\t\\a\,1808_-_Frases,320,chamado,\n\\o\'\v\\e~\.\t\\a\
1808_-_Frases,320,"Portugal,",\d\\o\\j\\s\\pau\,1808_-_Frases,320,"Portugal,",'\d\\o\\j\\s\\pau\
1808_-_Frases,320,em,\p\\a\'\r\\a\,1808_-_Frases,320,em,'\p\\a\.\r\\a\
1808_-_Frases,320,"1792,",\k\\u\\i\.\d\\a\\R\,1808_-_Frases,320,"1792,",\k\\u\\i\'\d\\a\\R\
1808_-_Frases,320,para,'\dZ\\i\,1808_-_Frases,320,para,\dZ\\i\
1808_-_Frases,320,cuidar,'\k\\i~\.\J\\e~\.\t\\u\\s\\pau\,1808_-_Frases,320,cuidar,\k\\i~\'\J\\e~\.\t\\u\\s\\pau\
1808_-_Frases,320,D.,\p\\r\\i~\.\m\\ej\.\r\\u\\pau\,1808_-_Frases,320,D.,\p\\r\\i~\'\m\\ej\.\r\\u\\pau\
1808_-_Frases,320,Maria,\m\\e\'\dZ\\i\.\a~\.\tS\\i\,1808_-_Frases,320,Maria,\m\\e\.\dZ\\i\'\a~\.\tS\\i\
1808_-_Frases,320,mediante,\p\\a\'\g\\a\.\m\\e~\.\t\\E\\u\,1808_-_Frases,320,mediante,\p\\a\.\g\\a\.\m\\e~\'\t\\E\\u\
1808_-_Frases,320,pagamenteo,\o\.\n\\o\.\r\\a\.\r\\i\\u\\s\,1808_-_Frases,320,pagamenteo,\o\.\n\\o\'\r\\a\.\r\\i\\u\\s\
1808_-_Frases,320,honorários,\v\\a\.\l\\o\\R\,1808_-_Frases,320,honorários,\v\\a\'\l\\o\\R\
1808_-_Frases,320,valor,\v\\i~\.\tS\\i\,1808_-_Frases,320,valor,'\v\\i~\.\tS\\i\
1808_-_Frases,320,20000,\l\\i\.\b\\r\\a\\js\,1808_-_Frases,320,20000,'\l\\i\.\b\\r\\a\\js\
1808_-_Frases,320,esterlinas,\e\.\k\\i\.\v\\a\.\l\\e~\.\tS\\i\,1808_-_Frases,320,esterlinas,\e\.\k\\i\.\v\\a\'\l\\e~\.\tS\\i\
1808_-_Frases,320,-,\O\.\Z\\i\,1808_-_Frases,320,-,'\O\.\Z\\i\
1808_-_Frases,320,"1,1",\d\\E\\s\\i~\.\m\\u\,1808_-_Frases,320,"1,1",'\d\\E\\s\\i~\.\m\\u\
1808_-_Frases,320,milhão,\m\\i\.\L\\a~\\w~\,1808_-_Frases,320,milhão,\m\\i\'\L\\a~\\w~\
1808_-_Frases,320,libras,\l\\i\.\b\\r\\a\\js\,1808_-_Frases,320,libras,'\l\\i\.\b\\r\\a\\js\
1808_-_Frases,320,,\k\\w\\a\.\t\\r\\u\,1808_-_Frases,320,,'\k\\w\\a\.\t\\r\\u\
1808_-_Frases,320,4,\m\\i\.\L\\o~\\j~\\s\,1808_-_Frases,320,4,\m\\i\'\L\\o~\\j~\\s\
1808_-_Frases,320,de,'\R\\e\.\a\\j\\s\,1808_-_Frases,320,de,\R\\e\'\a\\j\\s\
1808_-_Frases,321,em,\e~j~\.\v\\a~\\w~\,1808_-_Frases,321,em,'\e~j~\.\v\\a~\\w~\
1808_-_Frases,322,últimos,\u\\w\.\tS\\i~\.\m\\u\\z\,1808_-_Frases,322,últimos,'\u\\w\.\tS\\i~\.\m\\u\\z\
1808_-_Frases,322,anos,\a~\.\n\\u\\s\,1808_-_Frases,322,anos,'\a~\.\n\\u\\s\
1808_-_Frases,322,ala,\a\.\l\\a\,1808_-_Frases,322,ala,'\a\.\l\\a\
1808_-_Frases,322,em,\e~j~\.\l\\o~\.\d\\r\\i\\s\\pau\,1808_-_Frases,322,em,'\e~j~\.\l\\o~\.\d\\r\\i\\s\\pau\
1808_-_Frases,322,meio,'\a\.\s\\E\.\s\\u\\s\,1808_-_Frases,322,meio,\a\'\s\\E\.\s\\u\\s\
1808_-_Frases,322,de,\k\\a\.\d\\a\,1808_-_Frases,322,de,'\k\\a\.\d\\a\
1808_-_Frases,322,demência,\v\\e\\z\,1808_-_Frases,322,demência,'\v\\e\\z\
1808_-_Frases,322,vez,'\p\\r\\o\.\f\\u~\.\d\\u\\s\,1808_-_Frases,322,vez,\p\\r\\o\'\f\\u~\.\d\\u\\s\
1808_-_Frases,323,regente,\s\\e\\u\,1808_-_Frases,323,regente,'\s\\e\\u\
1808_-_Frases,323,e,'\s\\e\.\g\\u~\.\d\\u\,1808_-_Frases,323,e,\s\\e\'\g\\u~\.\d\\u\
1808_-_Frases,323,futuro,\f\\i\.\L\\u\\pau\,1808_-_Frases,323,futuro,'\f\\i\.\L\\u\\pau\
1808_-_Frases,323,D.,\p\\r\\i~\.\s\\i\.\p\\i\,1808_-_Frases,323,D.,'\p\\r\\i~\.\s\\i\.\p\\i\
1808_-_Frases,323,João,'\R\\e\.\Z\\e~\.\tS\\i\,1808_-_Frases,323,João,\R\\e\'\Z\\e~\.\tS\\i\
1808_-_Frases,323,,'\f\\u\.\t\\u\.\r\\u\,1808_-_Frases,323,,\f\\u\'\t\\u\.\r\\u\
1808_-_Frases,323,,\R\\ej\,1808_-_Frases,323,,'\R\\ej\
1808_-_Frases,323,,'\k\\i~\.\J\\e~\.\t\\u\\s\\pau\,1808_-_Frases,323,,\k\\i~\'\J\\e~\.\t\\u\\s\\pau\
1808_-_Frases,323,,\Z\\o\.\a~\\w~\,1808_-_Frases,323,,\Z\\o\'\a~\\w~\
1808_-_Frases,323,,\s\\e\\s\'\t\\u\,1808_-_Frases,323,,'\s\\e\\s\.\t\\u\
1808_-_Frases,324,é,\E\\s\\i~\.\b\\O\\l\\i\.\k\\a\,1808_-_Frases,324,é,\E\\s\\i~\'\b\\O\\l\\i\.\k\\a\
1808_-_Frases,325,em,\e~j~\.\k\\o\.\m\\u~\,1808_-_Frases,325,em,\e~j~\'\k\\o\.\m\\u~\
1808_-_Frases,327,em,\e~j~\.\t\\O\.\d\\a\,1808_-_Frases,327,em,'\e~j~\.\t\\O\.\d\\a\
1808_-_Frases,327,toda,'\a\,1808_-_Frases,327,toda,\a\
1808_-_Frases,327,a,\i\\s\.\t\\O\\r\\i\\a\,1808_-_Frases,327,a,\i\\s\'\t\\O\\r\\i\\a\
1808_-_Frases,327,da,\u~\.\m\\a\.\n\\i\.\d\\a\.\dZ\\i\\pau\,1808_-_Frases,327,da,\u~\.\m\\a\.\n\\i\'\d\\a\.\dZ\\i\\pau\
1808_-_Frases,327,as,\m\\o\.\n\\a\\X\.\k\\i\.\a\\js\,1808_-_Frases,327,as,\m\\o\.\n\\a\\X\'\k\\i\.\a\\js\
1808_-_Frases,327,européias,\tS\\i~\.\J\\a~\\w~\,1808_-_Frases,327,européias,'\tS\\i~\.\J\\a~\\w~\
1808_-_Frases,327,tinham,'\v\\i\.\v\\i\.\d\\u\,1808_-_Frases,327,tinham,\v\\i\'\v\\i\.\d\\u\
1808_-_Frases,327,vivido,\t\\e~\'\p\\u\\s\,1808_-_Frases,327,vivido,'\t\\e~\.\p\\u\\s\
1808_-_Frases,327,tão,'\t\\u\\R\.\b\\u\.\l\\e~\.\t\\u\\z\,1808_-_Frases,327,tão,\t\\u\\R\.\b\\u\'\l\\e~\.\t\\u\\z\
1808_-_Frases,327,e,\a\.\t\\o\\R\.\m\\e~\.\t\\a\.\d\\u\\s\,1808_-_Frases,327,e,\a\.\t\\o\\R\.\m\\e~\'\t\\a\.\d\\u\\s\
1808_-_Frases,328,que,\R\\ej\\z\,1808_-_Frases,328,que,'\R\\ej\\z\
1808_-_Frases,328,reis,'\i\,1808_-_Frases,328,reis,\i\
1808_-_Frases,328,e,\R\\a\.\i~\.\J\\a\\js\,1808_-_Frases,328,e,'\R\\a\.\i~\.\J\\a\\js\
1808_-_Frases,328,eram,\p\\e\\X\.\s\\e\.\g\\i\.\d\\u\\s\\pau\,1808_-_Frases,328,eram,\p\\e\\X\.\s\\e\'\g\\i\.\d\\u\\s\\pau\
1808_-_Frases,328,"perseguidos,",\d\\e\\s\.\tS\\i\'\t\\u\.\i\\d\\u\\s\\pau\,1808_-_Frases,328,"perseguidos,",\d\\e\\s\.\tS\\i\.\t\\u\'\i\\d\\u\\s\\pau\
1808_-_Frases,328,"destituídos,",\a\.\p\\r\\i\'\z\\i\.\o\.\n\\a\.\d\\u\\s\\pau\,1808_-_Frases,328,"destituídos,",\a\.\p\\r\\i\.\z\\i\.\o\'\n\\a\.\d\\u\\s\\pau\
1808_-_Frases,328,"aprisionados,",\e\.\z\\i\.\l\\a\.\d\\u\\s\\pau\,1808_-_Frases,328,"aprisionados,",\e\.\z\\i\'\l\\a\.\d\\u\\s\\pau\
1808_-_Frases,328,ou,\m\\e\\z\.\m\\u\,1808_-_Frases,328,ou,'\m\\e\\z\.\m\\u\
1808_-_Frases,328,mesmo,'\e\.\z\\e\.\k\\u\.\t\\a\.\d\\u\\z\,1808_-_Frases,328,mesmo,\e\.\z\\e\.\k\\u\'\t\\a\.\d\\u\\z\
1808_-_Frases,328,executados,\e~j~\.\p\\r\\a\.\s\\a\,1808_-_Frases,328,executados,'\e~j~\.\p\\r\\a\.\s\\a\
1808_-_Frases,328,em,\p\\u\\b\\l\\i\.\k\\a\,1808_-_Frases,328,em,'\p\\u\\b\\l\\i\.\k\\a\
1808_-_Frases,329,Em,\e~j~\.\R\\e\.\z\\u~\.\m\\u\\pau\,1808_-_Frases,329,Em,\e~j~\'\R\\e\.\z\\u~\.\m\\u\\pau\
1808_-_Frases,329,"resumo,",\e\'\r\\a\,1808_-_Frases,329,"resumo,",'\e\.\r\\a\
1808_-_Frases,329,era,'\u~\.\m\\a\,1808_-_Frases,329,era,\u~\.\m\\a\
1808_-_Frases,329,uma,\E\\p\\o\.\k\\a\,1808_-_Frases,329,uma,'\E\\p\\o\.\k\\a\
1808_-_Frases,329,época,'\e~j~\.\k\\i\,1808_-_Frases,329,época,\e~j~\.\k\\i\
1808_-_Frases,329,que,\m\\o\.\n\\a\\X\.\k\\a\\js\,1808_-_Frases,329,que,\m\\o\'\n\\a\\X\.\k\\a\\js\
1808_-_Frases,329,os,\l\\i\.\t\\e\.\r\\a\\w\.\m\\e~\.\tS\\i\,1808_-_Frases,329,os,\l\\i\.\t\\e\.\r\\a\\w\'\m\\e~\.\tS\\i\
1808_-_Frases,330,Em,\e~j~\.\m\\i\\w\,1808_-_Frases,330,Em,'\e~j~\.\m\\i\\w\
1808_-_Frases,330,"1807,",'\o\\j\.\t\\o\.\s\\e~\.\t\\u\\z\,1808_-_Frases,330,"1807,",\o\\j\.\t\\o\'\s\\e~\.\t\\u\\z\
