,grapheme,phoneme,filename
2075,4819,'\k\\w\\a\.\t\\r\\u\,numeros
2076,4510,'\k\\w\\a\.\t\\r\\u\,numeros
2077,4339,'\k\\w\\a\.\t\\r\\u\,numeros
2078,4303,'\k\\w\\a\.\t\\r\\u\,numeros
2079,4668,'\k\\w\\a\.\t\\r\\u\,numeros
2080,4678,'\k\\w\\a\.\t\\r\\u\,numeros
2081,4010,'\k\\w\\a\.\t\\r\\u\,numeros
2082,4222,'\k\\w\\a\.\t\\r\\u\,numeros
2083,4600,'\k\\w\\a\.\t\\r\\u\,numeros
2083,,\s\\e\\j\\s\\e~\'\t\\u\\s\,numeros
2084,4521,'\k\\w\\a\.\t\\r\\u\,numeros
2085,4199,'\k\\w\\a\.\t\\r\\u\,numeros
2086,4643,'\k\\w\\a\.\t\\r\\u\,numeros
2087,4757,'\k\\w\\a\.\t\\r\\u\,numeros
2088,4772,'\k\\w\\a\.\t\\r\\u\,numeros
2089,4186,'\k\\w\\a\.\t\\r\\u\,numeros
2090,4947,'\k\\w\\a\.\t\\r\\u\,numeros
2092,4697,'\k\\w\\a\.\t\\r\\u\,numeros
2093,4545,'\k\\w\\a\.\t\\r\\u\,numeros
2094,5393,'\s\\i~\.\k\\u\,numeros
2095,5321,'\s\\i~\.\k\\u\,numeros
2096,5716,'\s\\i~\.\k\\u\,numeros
2097,5564,'\s\\i~\.\k\\u\,numeros
2098,5142,'\s\\i~\.\k\\u\,numeros
2100,5788,'\s\\i~\.\k\\u\,numeros
2101,5319,'\s\\i~\.\k\\u\,numeros
2102,5583,'\s\\i~\.\k\\u\,numeros
2103,5903,'\s\\i~\.\k\\u\,numeros
2104,5366,'\s\\i~\.\k\\u\,numeros
2105,5736,'\s\\i~\.\k\\u\,numeros
2106,5899,'\s\\i~\.\k\\u\,numeros
2107,5328,'\s\\i~\.\k\\u\,numeros
2108,5430,'\s\\i~\.\k\\u\,numeros
2109,5310,'\s\\i~\.\k\\u\,numeros
2110,5690,'\s\\i~\.\k\\u\,numeros
2111,5452,'\s\\i~\.\k\\u\,numeros
2112,5597,'\s\\i~\.\k\\u\,numeros
2113,5203,'\s\\i~\.\k\\u\,numeros
2114,6256,'\s\\ej\\s\,numeros
2115,6927,'\s\\ej\\s\,numeros
2116,6659,'\s\\ej\\s\,numeros
2117,6408,'\s\\ej\\s\,numeros
2118,6035,'\s\\ej\\s\,numeros
2119,6053,'\s\\ej\\s\,numeros
2120,6735,'\s\\ej\\s\,numeros
2121,6506,'\s\\ej\\s\,numeros
2123,6020,'\s\\ej\\s\,numeros
2124,6138,'\s\\ej\\s\,numeros
2125,6876,'\s\\ej\\s\,numeros
2126,6862,'\s\\ej\\s\,numeros
2127,6362,'\s\\ej\\s\,numeros
2128,6507,'\s\\ej\\s\,numeros
2129,6244,'\s\\ej\\s\,numeros
2130,6387,'\s\\ej\\s\,numeros
2131,6528,'\s\\ej\\s\,numeros
2132,6787,'\s\\ej\\s\,numeros
2133,6637,'\s\\ej\\s\,numeros
2134,7082,'\s\\E\.\tS\\i\,numeros
2135,7512,'\s\\E\.\tS\\i\,numeros
2136,7007,'\s\\E\.\tS\\i\,numeros
2137,7430,'\s\\E\.\tS\\i\,numeros
2138,7350,'\s\\E\.\tS\\i\,numeros
2139,7074,'\s\\E\.\tS\\i\,numeros
2140,7347,'\s\\E\.\tS\\i\,numeros
2141,7060,'\s\\E\.\tS\\i\,numeros
2142,7829,'\s\\E\.\tS\\i\,numeros
2143,7594,'\s\\E\.\tS\\i\,numeros
2144,7501,'\s\\E\.\tS\\i\,numeros
2145,7970,'\s\\E\.\tS\\i\,numeros
2146,7242,'\s\\E\.\tS\\i\,numeros
2147,7532,'\s\\E\.\tS\\i\,numeros
2148,7400,'\s\\E\.\tS\\i\,numeros
2149,7588,'\s\\E\.\tS\\i\,numeros
2150,7201,'\s\\E\.\tS\\i\,numeros
2151,7688,'\s\\E\.\tS\\i\,numeros
2152,7895,'\s\\E\.\tS\\i\,numeros
2153,7167,'\s\\E\.\tS\\i\,numeros
2154,8300,'\o\\j\.\t\\u\,numeros
2155,8305,'\o\\j\.\t\\u\,numeros
2156,8259,'\o\\j\.\t\\u\,numeros
2157,8796,'\o\\j\.\t\\u\,numeros
2158,8792,'\o\\j\.\t\\u\,numeros
2159,8115,'\o\\j\.\t\\u\,numeros
2160,8779,'\o\\j\.\t\\u\,numeros
2161,8134,'\o\\j\.\t\\u\,numeros
2162,8423,'\o\\j\.\t\\u\,numeros
2163,8838,'\o\\j\.\t\\u\,numeros
2164,8184,'\o\\j\.\t\\u\,numeros
2165,8002,'\o\\j\.\t\\u\,numeros
2166,8419,'\o\\j\.\t\\u\,numeros
2167,8312,'\o\\j\.\t\\u\,numeros
2168,8345,'\o\\j\.\t\\u\,numeros
2169,8638,'\o\\j\.\t\\u\,numeros
2170,8039,'\o\\j\.\t\\u\,numeros
2171,8726,'\o\\j\.\t\\u\,numeros
2172,8176,'\o\\j\.\t\\u\,numeros
2173,8518,'\o\\j\.\t\\u\,numeros
2174,9831,'\n\\O\.\v\\i\,numeros
2175,9525,'\n\\O\.\v\\i\,numeros
2176,9015,'\n\\O\.\v\\i\,numeros
2177,9794,'\n\\O\.\v\\i\,numeros
2178,9761,'\n\\O\.\v\\i\,numeros
2179,9458,'\n\\O\.\v\\i\,numeros
2180,9061,'\n\\O\.\v\\i\,numeros
2181,9239,'\n\\O\.\v\\i\,numeros
2182,9567,'\n\\O\.\v\\i\,numeros
2183,9804,'\n\\O\.\v\\i\,numeros
2184,9574,'\n\\O\.\v\\i\,numeros
2185,9619,'\n\\O\.\v\\i\,numeros
2186,9135,'\n\\O\.\v\\i\,numeros
2187,9894,'\n\\O\.\v\\i\,numeros
2188,9100,'\n\\O\.\v\\i\,numeros
2188,,\s\\e~j~\,numeros
2189,9502,'\n\\O\.\v\\i\,numeros
2190,9399,'\n\\O\.\v\\i\,numeros
2191,9865,'\n\\O\.\v\\i\,numeros
2192,9565,'\n\\O\.\v\\i\,numeros
2193,9375,'\n\\O\.\v\\i\,numeros
2194,13517,'\t\\r\\e\.\z\\i\,numeros
2195,17692,\d\\e\.\z\\e\'\s\\E\.\tS\\i\,numeros
2196,12066,'\d\\o\.\z\\i\,numeros
2197,15999,'\k\\i~\.\z\\i\,numeros
2198,12681,'\d\\o\.\z\\i\,numeros
2199,14498,\k\\w\\a\'\t\\O\\R\.\z\\i\,numeros
2200,15111,'\k\\i~\.\z\\i\,numeros
2201,18751,\d\\e\'\z\\o\\j\.\t\\u\,numeros
2202,11534,'\o~\.\z\\i\,numeros
2203,13227,'\t\\r\\e\.\z\\i\,numeros
2204,12776,'\d\\o\.\z\\i\,numeros
2205,17792,\d\\e\.\z\\e\'\s\\E\.\tS\\i\,numeros
2206,17996,\d\\e\.\z\\e\'\s\\E\.\tS\\i\,numeros
2207,10027,'\d\\e\\z\,numeros
2208,13206,'\t\\r\\e\.\z\\i\,numeros
2209,10326,'\d\\e\\z\,numeros
2210,16278,\d\\e\.\z\\e\'\s\\ej\\s\,numeros
2211,17538,\d\\e\.\z\\e\'\s\\E\.\tS\\i\,numeros
2212,15532,'\k\\i~\.\z\\i\,numeros
2213,19599,\d\\e\.\z\\e\'\n\\O\.\v\\i\,numeros
2214,21878,'\v\\i~\.\tS\\i\,numeros
2215,26695,'\v\\i~\.\tS\\i\,numeros
2216,20659,'\v\\i~\.\tS\\i\,numeros
2217,27587,'\v\\i~\.\tS\\i\,numeros
2218,24568,'\v\\i~\.\tS\\i\,numeros
2219,28569,'\v\\i~\.\tS\\i\,numeros
2220,21728,'\v\\i~\.\tS\\i\,numeros
2221,29506,'\v\\i~\.\tS\\i\,numeros
2222,28905,'\v\\i~\.\tS\\i\,numeros
2223,26562,'\v\\i~\.\tS\\i\,numeros
2224,20905,'\v\\i~\.\tS\\i\,numeros
2225,26917,'\v\\i~\.\tS\\i\,numeros
2226,20404,'\v\\i~\.\tS\\i\,numeros
2227,21623,'\v\\i~\.\tS\\i\,numeros
2228,21194,'\v\\i~\.\tS\\i\,numeros
2229,25269,'\v\\i~\.\tS\\i\,numeros
2230,23609,'\v\\i~\.\tS\\i\,numeros
2231,26742,'\v\\i~\.\tS\\i\,numeros
2232,21467,'\v\\i~\.\tS\\i\,numeros
2233,20858,'\v\\i~\.\tS\\i\,numeros
2234,31935,'\t\\r\\i~\.\t\\a\,numeros
2235,35338,'\t\\r\\i~\.\t\\a\,numeros
2236,36794,'\t\\r\\i~\.\t\\a\,numeros
2237,39297,'\t\\r\\i~\.\t\\a\,numeros
2238,39037,'\t\\r\\i~\.\t\\a\,numeros
2239,35623,'\t\\r\\i~\.\t\\a\,numeros
2240,34479,'\t\\r\\i~\.\t\\a\,numeros
2241,32778,'\t\\r\\i~\.\t\\a\,numeros
2242,37994,'\t\\r\\i~\.\t\\a\,numeros
2243,31304,'\t\\r\\i~\.\t\\a\,numeros
2244,36840,'\t\\r\\i~\.\t\\a\,numeros
2245,35702,'\t\\r\\i~\.\t\\a\,numeros
2246,33603,'\t\\r\\i~\.\t\\a\,numeros
2247,39876,'\t\\r\\i~\.\t\\a\,numeros
2248,33736,'\t\\r\\i~\.\t\\a\,numeros
2249,35459,'\t\\r\\i~\.\t\\a\,numeros
2250,33977,'\t\\r\\i~\.\t\\a\,numeros
2251,34915,'\t\\r\\i~\.\t\\a\,numeros
2252,39176,'\t\\r\\i~\.\t\\a\,numeros
2253,34126,'\t\\r\\i~\.\t\\a\,numeros
2254,45809,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2255,48853,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2256,41608,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2257,46352,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2258,46178,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2259,41619,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2260,42212,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2261,49891,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2262,48305,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2263,44065,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2264,47668,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2265,49390,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2266,46758,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2267,48780,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2268,41538,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2269,40619,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2270,45567,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2271,42093,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2272,45070,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2273,48846,\k\\w\\a\'\r\\e~\.\t\\a\,numeros
2274,52480,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2275,53536,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2276,56896,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2277,54540,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2278,52954,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2279,58329,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2280,56450,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2281,57779,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2282,53069,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2283,58426,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2284,58079,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2285,57202,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2286,50950,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2287,50787,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2288,57008,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2289,53256,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2290,59149,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2291,52996,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2292,56002,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2293,59392,\s\\i~\'\k\\w\\e~\.\t\\a\,numeros
2294,62346,\s\\e\'\s\\e~\.\t\\a\,numeros
2295,66508,\s\\e\'\s\\e~\.\t\\a\,numeros
2296,66223,\s\\e\'\s\\e~\.\t\\a\,numeros
2297,69928,\s\\e\'\s\\e~\.\t\\a\,numeros
2298,61830,\s\\e\'\s\\e~\.\t\\a\,numeros
2299,67578,\s\\e\'\s\\e~\.\t\\a\,numeros
2300,63935,\s\\e\'\s\\e~\.\t\\a\,numeros
2301,60265,\s\\e\'\s\\e~\.\t\\a\,numeros
2302,61920,\s\\e\'\s\\e~\.\t\\a\,numeros
2303,63520,\s\\e\'\s\\e~\.\t\\a\,numeros
2304,64927,\s\\e\'\s\\e~\.\t\\a\,numeros
2305,60395,\s\\e\'\s\\e~\.\t\\a\,numeros
2306,69012,\s\\e\'\s\\e~\.\t\\a\,numeros
2307,69413,\s\\e\'\s\\e~\.\t\\a\,numeros
2308,63766,\s\\e\'\s\\e~\.\t\\a\,numeros
2309,64051,\s\\e\'\s\\e~\.\t\\a\,numeros
2310,69707,\s\\e\'\s\\e~\.\t\\a\,numeros
2311,64653,\s\\e\'\s\\e~\.\t\\a\,numeros
2312,68765,\s\\e\'\s\\e~\.\t\\a\,numeros
2313,63494,\s\\e\'\s\\e~\.\t\\a\,numeros
2314,74940,\s\\e\'\t\\e~\.\t\\a\,numeros
2315,70702,\s\\e\'\t\\e~\.\t\\a\,numeros
2316,73158,\s\\e\'\t\\e~\.\t\\a\,numeros
2317,74075,\s\\e\'\t\\e~\.\t\\a\,numeros
2318,74808,\s\\e\'\t\\e~\.\t\\a\,numeros
2319,79756,\s\\e\'\t\\e~\.\t\\a\,numeros
2320,75876,\s\\e\'\t\\e~\.\t\\a\,numeros
2321,78541,\s\\e\'\t\\e~\.\t\\a\,numeros
2322,76467,\s\\e\'\t\\e~\.\t\\a\,numeros
2323,71344,\s\\e\'\t\\e~\.\t\\a\,numeros
2324,71705,\s\\e\'\t\\e~\.\t\\a\,numeros
2325,72443,\s\\e\'\t\\e~\.\t\\a\,numeros
2326,75683,\s\\e\'\t\\e~\.\t\\a\,numeros
2327,77542,\s\\e\'\t\\e~\.\t\\a\,numeros
2328,70501,\s\\e\'\t\\e~\.\t\\a\,numeros
2329,76587,\s\\e\'\t\\e~\.\t\\a\,numeros
2330,73166,\s\\e\'\t\\e~\.\t\\a\,numeros
2331,76859,\s\\e\'\t\\e~\.\t\\a\,numeros
2332,75079,\s\\e\'\t\\e~\.\t\\a\,numeros
2333,77031,\s\\e\'\t\\e~\.\t\\a\,numeros
2334,89225,\o\\j\'\t\\e~\.\t\\a\,numeros
2335,83926,\o\\j\'\t\\e~\.\t\\a\,numeros
2336,83816,\o\\j\'\t\\e~\.\t\\a\,numeros
2337,81712,\o\\j\'\t\\e~\.\t\\a\,numeros
2338,80906,\o\\j\'\t\\e~\.\t\\a\,numeros
2339,88135,\o\\j\'\t\\e~\.\t\\a\,numeros
2340,83131,\o\\j\'\t\\e~\.\t\\a\,numeros
2341,87685,\o\\j\'\t\\e~\.\t\\a\,numeros
2342,84102,\o\\j\'\t\\e~\.\t\\a\,numeros
2343,84377,\o\\j\'\t\\e~\.\t\\a\,numeros
2344,84578,\o\\j\'\t\\e~\.\t\\a\,numeros
2345,80126,\o\\j\'\t\\e~\.\t\\a\,numeros
2346,86488,\o\\j\'\t\\e~\.\t\\a\,numeros
2347,88788,\o\\j\'\t\\e~\.\t\\a\,numeros
2348,81093,\o\\j\'\t\\e~\.\t\\a\,numeros
2349,89927,\o\\j\'\t\\e~\.\t\\a\,numeros
2350,82101,\o\\j\'\t\\e~\.\t\\a\,numeros
2351,80441,\o\\j\'\t\\e~\.\t\\a\,numeros
2352,81567,\o\\j\'\t\\e~\.\t\\a\,numeros
2353,86460,\o\\j\'\t\\e~\.\t\\a\,numeros
2354,93392,\n\\o\'\v\\e~\.\t\\a\,numeros
2355,96215,\n\\o\'\v\\e~\.\t\\a\,numeros
2356,96288,\n\\o\'\v\\e~\.\t\\a\,numeros
2357,93812,\n\\o\'\v\\e~\.\t\\a\,numeros
2358,94822,\n\\o\'\v\\e~\.\t\\a\,numeros
2359,98934,\n\\o\'\v\\e~\.\t\\a\,numeros
2360,93725,\n\\o\'\v\\e~\.\t\\a\,numeros
2361,98006,\n\\o\'\v\\e~\.\t\\a\,numeros
2362,91622,\n\\o\'\v\\e~\.\t\\a\,numeros
2363,95429,\n\\o\'\v\\e~\.\t\\a\,numeros
2364,95389,\n\\o\'\v\\e~\.\t\\a\,numeros
2365,92689,\n\\o\'\v\\e~\.\t\\a\,numeros
2366,97220,\n\\o\'\v\\e~\.\t\\a\,numeros
2367,91711,\n\\o\'\v\\e~\.\t\\a\,numeros
2368,90320,\n\\o\'\v\\e~\.\t\\a\,numeros
2369,97213,\n\\o\'\v\\e~\.\t\\a\,numeros
2370,99582,\n\\o\'\v\\e~\.\t\\a\,numeros
2371,99252,\n\\o\'\v\\e~\.\t\\a\,numeros
2372,99681,\n\\o\'\v\\e~\.\t\\a\,numeros
2373,94940,\n\\o\'\v\\e~\.\t\\a\,numeros
2374,196329,'\s\\e~\.\t\\u\,numeros
2375,152575,'\s\\e~\.\t\\u\,numeros
2376,196998,'\s\\e~\.\t\\u\,numeros
2377,132049,'\s\\e~\.\t\\u\,numeros
2378,140723,'\s\\e~\.\t\\u\,numeros
2379,195793,'\s\\e~\.\t\\u\,numeros
2380,195952,'\s\\e~\.\t\\u\,numeros
2381,118726,'\s\\e~\.\t\\u\,numeros
2382,108323,'\s\\e~\.\t\\u\,numeros
2383,191234,'\s\\e~\.\t\\u\,numeros
2384,122501,'\s\\e~\.\t\\u\,numeros
2385,143414,'\s\\e~\.\t\\u\,numeros
2386,129013,'\s\\e~\.\t\\u\,numeros
2387,121386,'\s\\e~\.\t\\u\,numeros
2388,152524,'\s\\e~\.\t\\u\,numeros
2389,172820,'\s\\e~\.\t\\u\,numeros
2390,140769,'\s\\e~\.\t\\u\,numeros
2391,136074,'\s\\e~\.\t\\u\,numeros
2392,148320,'\s\\e~\.\t\\u\,numeros
2393,100524,'\s\\e~j~\.\m\\i\\w\,numeros
2394,230025,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2395,254145,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2396,202280,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2397,231325,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2398,255502,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2399,229897,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2400,269946,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2401,254242,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2402,225974,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2403,252104,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2404,220567,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2405,203158,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2406,297337,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2407,297569,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2408,286734,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2409,234210,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2410,231017,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2411,267421,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2412,215487,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2413,233468,\d\\u\'\z\\e~\.\t\\u\\z\,numeros
2414,310078,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2414,,'\d\\e\\z\,numeros
2415,392035,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2416,370310,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2417,323694,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2418,348056,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2419,335987,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2420,378263,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2421,350714,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2422,345378,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2423,385403,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2424,398808,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2425,348769,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2426,383892,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2427,324977,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2428,336780,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2429,356823,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2430,311641,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2431,323726,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2432,367274,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2433,364187,\t\\r\\e\'\z\\e~\.\t\\u\\z\,numeros
2434,456194,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2435,460953,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2436,496972,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2437,428997,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2438,479185,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2439,467866,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2440,495073,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2441,415810,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2442,405993,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2443,476021,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2444,410977,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2445,465219,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2446,495867,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2447,490845,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2448,421610,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2449,488461,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2450,431701,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2451,489028,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2452,415210,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2453,474456,\k\\w\\a\.\t\\r\\o\'\s\\e~\.\t\\u\\z\,numeros
2454,585673,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2455,538333,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2456,597821,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2457,509483,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2458,594344,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2459,505953,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2460,565774,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2461,575481,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2462,547585,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2463,587448,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2464,540431,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2465,521782,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2466,525208,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2467,530005,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2468,529704,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2469,587167,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2470,573551,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2471,559569,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2472,510077,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2473,533063,\k\\i~\'\J\\e~\.\t\\u\\z\,numeros
2474,630350,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2475,674903,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2476,654901,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2477,681411,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2478,685887,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2479,606005,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2480,634917,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2481,647276,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2482,693648,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2483,603952,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2484,624681,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2485,608274,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2486,609670,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2487,678951,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2488,644571,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2489,672306,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2490,644507,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2491,650820,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2492,671032,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2493,628224,\s\\e\\j\\s\\e~\'\t\\u\\z\,numeros
2494,721976,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2495,747360,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2496,756083,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2497,704957,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2498,770104,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2499,765107,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2500,751039,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2501,776477,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2502,758889,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2503,732581,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2504,779044,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2505,720453,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2506,764967,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2507,722508,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2508,771642,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2509,793037,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2510,762339,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2511,702168,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
2512,740751,\s\\e\.\t\\e\'\s\\e~\.\t\\u\\z\,numeros
