,grapheme,phoneme,filename
1018,"Ele consegue falar com inteligência sobre quase tudo e, apesar da força de suas convicções, Mack tem um modo gentil e respeitoso que deixa você manter as suas.","'e.li ko~'sE.gi fa'laX ko~ i~.te.li'Ze~.sia 'sobri 'kwa.zi 'tu.du i, a.pe'zaR da 'fOX.sa dZi 'su.ajs ko~.vik'so~j~s, mak.k te~j~.u~ 'mO.du Ze~'tSiw i Res.pej'to.zu ki 'dej.Sa vo'se ma~'ter ajs 'su.ajs",A_Cabana_-_Frases
1019,"Seus assuntos prediletos são Deus, a Criação e por que as pessoas acreditam em determinadas coisas.","'se.uz a'su~.tus pre.dZi'lE.tus 'sa~w~ 'de.us, a kri.a'sa~w~ i poX ki ajs pe'so.ajs a.kre'dZi.ta~w~ e~j~.de.teR.mi~'na.dajs 'koj.zajs",A_Cabana_-_Frases
1020,Seus olhos se iluminam e seu sorriso repuxa os cantos dos lábios para cima.,'se.uz 'O.Lus si i.lu~'mi~.na~w~ i 'seu so'Ri.zu Re'pu.Sa us 'ka~.tus dus 'la.bius 'pa.ra 'si~.ma,A_Cabana_-_Frases
1021,"De repente, como se fosse um garotinho, o cansaço se dissolve e ele rejuvenesce, praticamente incapaz de se conter.","dZi Re'pe~.tSi, 'ko~.mu si 'fO.si u~ ga.ro'tSi~.Ju, u ka~'sa.su si dZi'sOw.vi i 'e.li Re.Zu.ve'nEsi, pra.tSi.ka'me~.tSi i~.ka'paz dZi si ko~'teX",A_Cabana_-_Frases
1022,"Mas, ao mesmo tempo, Mack não é muito religioso.","majs, aw 'mez.mu 'te~.pu, mak.k 'na~w~ Emuj~'tu Re.li.Zi'o.zu",A_Cabana_-_Frases
1023,"Parece ter uma relação de amor e ódio com a religião e talvez até com Deus, que ele imagina como um ser mal-humorado, distante e altivo.","pa'rE.si 'ter u~.ma Re.la'sa~w~ dZi a'mor i 'OdZiu ko~ a Re.li.Zi'a~w~ i taw'vez a'tEko~ de'us, ki 'e.li i~.ma'Zi~.na 'ko~.mu u~ 'seR 'maw u~.mo'ra.du, dZis'ta~.tSi i aw'tSi.vu",A_Cabana_-_Frases
1024,"Pequenas gotas de sarcasmo escorrem às vezes pelas rachaduras de seu reservatório, como dardos cortantes cheios de veneno.","pe'ke~.najs 'gO.tajs dZi saX'kaz.mu es'kO.Re~j~.as 'vE.zis 'pe.lajs Ra.Sa'du.rajs dZi 'seu Re.zeR.va'tOriu, 'ko~.mu 'daR.dus koX'ta~.tSis Se'jus dZi ve'ne~.nu",A_Cabana_-_Frases
1025,"Embora algumas vezes nós dois vamos juntos à mesma igreja, dá para ver que ele não se sente muito à vontade lá.","e~'bO.ra aw'gu~.majs 'vE.zis 'nOjs 'dojs va~.muZu~'tuz a 'mez.ma i'gre.Za, 'da 'pa.ra 'veX ki 'e.li 'na~w~ si 'se~.tSi 'muj~.tu a vo~'ta.dZi 'la",A_Cabana_-_Frases
1026,"Mack está casado com Nan há pouco mais de 33 anos, na maior parte do tempo, eles são felizes.","mak.k es'ta ka'za.du ko~ 'na~ 'a 'pow.ku 'majs dZi 'tri~.ta i 'trejs 'a~.nus, na maj'oX 'paX.tSi du 'te~.pu, 'e.lis 'sa~w~ fe'li.zis",A_Cabana_-_Frases
1027,Diz que ela salvou sua vida e pagou um preço alto por isso.,'dZis ki 'E.la saw'vow 'su.a 'vi.da i pa'gow u~ 'pre.su 'aw.tu por 'i.su,A_Cabana_-_Frases
1028,"Por algum motivo que não dá para compreender, Nan parece amá-lo agora mais do que nunca, apesar de eu ter a sensação de que ele a magoou de algum modo terrível nos primeiros anos.","por aw'gu~ mo'tSi.vu ki 'na~w~ 'da 'pa.ra ko~.pre.e~'deX, 'na~ pa'rE.si a'gO.ra 'majs du ki 'nu~.ka, a.pe'zaR dZi eu 'ter a se~.sa'sa~w~ dZi ki 'e.li a ma.go'ow dZi aw'gu~ 'mO.du te'Rivew nus pri~'mej.ruz 'a~.nus",A_Cabana_-_Frases
1029,"Acho que, assim como a maior parte das nossas feridas tem origem em nossos relacionamentos, o mesmo acontece com as curas, e sei que quem olha de fora não percebe essa bênção.","'a.Su ki, a'si~ 'ko~.mu a maj'oX 'paX.tSi dajs 'nO.sajs fe'ri.dajs te~j~.o.ri.Ze~j~.e~j~'nO.sus Re.la.si.o.na'me~.tus, u 'mez.mu a.ko~'tE.si ko~ ajs 'ku.rajs, i 'sej ki 'ke~J 'o.La dZi 'fOra 'na~w~ peX'sE.bi 'E.sa 'be~.sa~w~",A_Cabana_-_Frases
1030,"De qualquer modo, Mack se casou.","dZi kwaw'keR 'mO.du, mak.k si ka'zow",A_Cabana_-_Frases
1031,Nan é a argamassa que mantém juntos os ladrilhos de sua família.,'na~ Ea aR.ga.ma'sa ki ma~'te~j~ 'Zu~.tuz us la'dri.Lus dZi 'su.a fa'milia,A_Cabana_-_Frases
1032,"Enquanto Mack lutou num mundo com muitos tons de cinza, o dela é principalmente preto e branco.","e~'kua~.tu mak.k lu'tow nu~ 'mu~.du ko~ 'muj~.tus 'to~s dZi 'si~.za, u 'dE.la Epri~.si.paw.me~'tSi 'prE.tu i 'bra~.ku",A_Cabana_-_Frases
1033,O bom senso é tão natural para Nan que ela nem consegue perceber o dom que isso representa.,u 'bo~ 'se~.su Eta~w~ na.tu.raw 'pa.ra 'na~ ki 'E.la ne~j~.ko~'sE.gi peX.se'ber u 'do~ ki 'i.su Re.pre'ze~.ta,A_Cabana_-_Frases
1034,"Ter uma família a impediu de realizar seu sonho de ser médica, mas ela se destacou como enfermeira e obteve um reconhecimento considerável em seu trabalho com pacientes terminais com câncer.","'ter u~.ma fa'milia a i~.pe'dZiu dZi Re.a.li'zaX 'seu 'so~.Ju dZi 'seR 'mEdZi.ka, majs 'E.la si des.ta'kow 'ko~.mu e~.feR'mej.ra i ob'te.vi u~ Re.ko.Je.si~'me~.tu ko~.si.de'ra.vew e~j~'seu tra'ba.Lu ko~ pa.si'e~.tSis teR.mi~'najs ko~ 'ka~.seX",A_Cabana_-_Frases
1035,"Enquanto o relacionamento de Mack com Deus é amplo, o de Nan é profundo.","e~'kua~.tu u Re.la.si.o.na'me~.tu dZi mak.k ko~ 'de.uz Ea~'plu, u dZi 'na~ Epro.fu~'du",A_Cabana_-_Frases
1036,Esse casal contraditório teve cinco filhos de beleza incomum.,'e.si ka'zaw ko~.tra.dZi'tOriu 'te.vi 'si~.ku 'fi.Lus dZi be'le.za i~.ko'mu~,A_Cabana_-_Frases
1037,"Mack gosta de dizer que todos pegaram a beleza dele, ... porque Nan ainda conserva a dela.","mak.k 'gOs.ta dZi dZi'zeX ki 'tO.dus pe'ga.ra~w~ a be'le.za 'de.li,,,, poXkina~ai~dako~sERvaadEla",A_Cabana_-_Frases
1038,"Dois dos três meninos já saíram de casa: Jon, casado há pouco, trabalha como vendedor de uma empresa local, e Tyler, recém-formado na faculdade, está fazendo mestrado.","'dojs dus 'trejs me'ni~.nuZa sa.ira~w~ dZi 'ka.za, 'Zo~, ka'za.du 'a 'pow.ku, tra'ba.La 'ko~.mu ve~.de'doR dZi u~.ma e~'pre.za lo'kaw, i 'tSileX, Re'se~j~ foR'ma.du na fa.kuw'da.dZi, es'ta fa'ze~.du mes'tra.du",A_Cabana_-_Frases
1039,"Josh e uma das duas garotas, Katherine (Kate), cursaram a escola comunitária local.","ZoS i u~.ma dajs 'du.ajs ga'rO.tajs, kate.ri~'ni, 'ka.tSi,, kuXsara~w~aeskOlakomu~nitarialokaw",A_Cabana_-_Frases
1040,"E a que chegou por último é Melissa, ou Missy, como gostávamos de chamá-la.","i a ki Se'gow por 'uw.tSi~.mu Eme.li'sa, ow mi.sj, 'ko~.mu gos'ta.va.mus dZi",A_Cabana_-_Frases
1041,"Ela... bem, você vai conhecer melhor alguns dos filhos de Mack ao longo deste livro.","'E.la,,, be~j~, vosevajkoJeseRmeLorawgu~sdusfiLusdZimakkawlo~gudestSilivru",A_Cabana_-_Frases
1042,Os últimos anos foram... como é que posso dizer... notavelmente peculiares.,"uz 'uw.tSi~.muz 'a~.nus 'fO.ra~w~,,, 'ko~muEkipOsudZizeX,,, notavewme~tSipekuliaris",A_Cabana_-_Frases
1043,Mack mudou: agora está ainda mais diferente e especial.,"mak.k mu'dow, a'gO.ra es'ta a'i~.da 'majs dZi.fe're~.tSi i es.pe.si'aw",A_Cabana_-_Frases
1044,"Durante todos os nossos anos de convívio ele sempre foi bastante gentil e amável, mas desde a estada no hospital há três anos ficou... bem, melhor ainda.","du'ra~.tSi 'tO.duz us 'nO.suz 'a~.nus dZi ko~'viviu 'e.li 'se~.pri 'foj bas'ta~.tSi Ze~'tSiw i a'ma.vew, majs 'dEz.dZi a es'ta.da nu os.pi'taw 'a 'trejs 'a~.nus fi'kow,,, be~j~, meLorai~da",A_Cabana_-_Frases
1045,Tornou-se uma daquelas raras pessoas que estão totalmente à vontade dentro da própria pele.,toR'now si u~.ma da'kE.lajs 'Ra.rajs pe'so.ajs ki es'ta~w~ to.taw'me~.tSi a vo~'ta.dZi 'de~.tru da 'prOpria 'pE.li,A_Cabana_-_Frases
1046,E eu também me sinto mais à vontade perto dele do que de qualquer outra pessoa.,i eu ta~'be~j~ mi 'si~.tu 'majz a vo~'ta.dZi 'pEX.tu 'de.li du ki dZi kwaw'ker 'ow.tra pe'soa,A_Cabana_-_Frases
1047,"Cada vez que nos separamos, tenho a sensação de ter tido a melhor conversa da minha vida, mesmo que eu tenha falado mais.","'ka.da 'ves ki nus se.pa'ra~.mus, 'te~.Ju a se~.sa'sa~w~ dZi 'teX 'tSi.du a me'LOX ko~'vEX.sa da 'mi~.Ja 'vi.da, 'mez.mu ki eu 'te~.Ja fa'la.du 'majs",A_Cabana_-_Frases
1048,"E, a respeito de Deus, Mack não é mais simplesmente amplo.","i, a Res'pej.tu dZi 'de.us, mak.k 'na~w~ Emajs si~.plez.me~'tSi 'a~.plu",A_Cabana_-_Frases
1049,Ficou muito profundo.,fi'kow 'muj~.tu pro'fu~.du,A_Cabana_-_Frases
1050,Mas o mergulho custou caro.,majs u meR'gu.Lu kus'tow 'ka.ru,A_Cabana_-_Frases
1051,"Os dias de hoje são muito diferentes de há sete ou oito anos, quando a Grande Tristeza entrou em sua vida e ele quase parou de falar.","us 'dZi.ajs dZi 'O.Zi 'sa~w~ 'muj~.tu dZi.fe're~.tSis dZi 'a 'sE.tSi ow 'oj.tu 'a~.nus, 'kua~.du a 'gra~.dZi tris'te.za e~'trow e~j~'su.a 'vi.da i 'e.li 'kwa.zi pa'row dZi fa'laX",A_Cabana_-_Frases
1052,"Mais ou menos nessa época, e por quase dois anos, nossos encontros foram interrompidos, como se por um acordo mútuo não verbalizado.","'majz ow 'me~.nus 'nE.sa 'Epo.ka, i poX 'kwa.zi 'dojz 'a~.nus, 'nO.suz e~'ko~.trus 'fO.ra~w~ i~.te.Ro~'pi.dus, 'ko~.mu si por u~ a'koR.du 'mutuu 'na~w~ veR.ba.li'za.du",A_Cabana_-_Frases
1053,"Eu só via Mack de vez em quando na mercearia ou, mais raramente ainda, na igreja.","eu sOvi'a mak.k dZi 'vez e~j~'kua~.du na meX.se.a'ri.a ow, 'majs Ra.ra'me~.tSi a'i~.da, na i'gre.Za",A_Cabana_-_Frases
1054,"E, embora em geral trocássemos um abraço educado, não falávamos de muita coisa importante.","i, e~'bO.ra e~j~.Ze'raw tro'ka.se.muz u~ a'bra.su e.du'ka.du, 'na~w~ fa'la.va.mus dZi 'muj~.ta 'koj.za i~.poX'ta~.tSi",A_Cabana_-_Frases
1055,Para ele era até difícil me encarar.,'pa.ra 'e.li 'e.ra a.tEdZi.fisiw mi e~.ka'raX,A_Cabana_-_Frases
1056,Talvez não quisesse entrar numa conversa capaz de arrancar a casca de seu coração ferido.,taw'vez 'na~w~ ki'ze.si e~'traR 'nu~.ma ko~'vEX.sa ka'paz dZi a.Ra~'kar a 'kas.ka dZi 'seu ko.ra'sa~w~ fe'ri.du,A_Cabana_-_Frases
1057,Porém tudo isso mudou depois de um acidente feio com...,po're~j~ 'tu.du 'i.su mu'dow de'pojs dZi u~ a.si'de~.tSi 'fej.u ko~,A_Cabana_-_Frases
1058,Mas lá vou eu outra vez botando o carro na frente dos bois.,majs 'la 'vow eu 'ow.tra 'vez bo'ta~.du u 'ka.Ru na 'fre~.tSi dus 'bojs,A_Cabana_-_Frases
1059,Vamos chegar lá no devido tempo.,'va~.mus Se'gaR 'la nu de'vi.du 'te~.pu,A_Cabana_-_Frases
1060,Basta dizer que estes últimos anos parecem ter devolvido a vida de Mack e tirado o fardo da Grande Tristeza.,'bas.ta dZi'zeX ki 'es.tSiz 'uw.tSi~.muz 'a~.nus pa.rE.se~j~'teR de.vow'vi.du a 'vi.da dZi mak.k i tSi'ra.du u 'faR.du da 'gra~.dZi tris'te.za,A_Cabana_-_Frases
1061,O que aconteceu há três anos mudou totalmente a melodia de sua vida e é uma canção que mal posso esperar para tocar.,u ki a.ko~.te'seu 'a 'trejs 'a~.nus mu'dow to.taw'me~.tSi a me.lo'dZi.a dZi 'su.a 'vi.da i Eu~.ma ka~'sa~w~ ki 'maw 'pO.su es.pe'raX 'pa.ra to'kaX,A_Cabana_-_Frases
1062,"Apesar de se comunicar bastante bem verbalmente, Mack não se sente seguro sobre sua capacidade de escrever, algo que ele sabe que me apaixona.","a.pe'zaR dZi si ko.mu~.ni'kaR bas'ta~.tSi be~j~.veR.baw'me~.tSi, mak.k 'na~w~ si 'se~.tSi se'gu.ru 'sobri 'su.a ka.pa.si'da.dZi dZi es.kre'veX, 'aw.gu ki 'e.li 'sa.bi ki mi a.paj'So~.na",A_Cabana_-_Frases
1063,"Por isso, perguntou se eu escreveria esta história, a história dele para as crianças e para a Nan.","por 'i.su, peR.gu~'tow si eu es.kre.ve'ri.a 'Es.ta is'tOria, a is'tOria 'de.li 'pa.ra ajs kri'a~.sajs i 'pa.ra a 'na~",A_Cabana_-_Frases
1064,Queria uma narrativa que o ajudasse a expressar para eles a profundidade de seu amor e que os ajudasse a entender o que havia se passado em seu mundo interior.,ke'ri.a u~.ma na.Ra'tSi.va ki u a.Zu'da.si a es.pre'saX 'pa.ra 'e.liz a pro.fu~.dZi'da.dZi dZi 'seu a'mor i ki uz a.Zu'da.si a e~.te~'der u ki a'vi.a si pa'sa.du e~j~'seu 'mu~.du i~.te.ri'oX,A_Cabana_-_Frases
1065,"Você conhece o lugar: é onde você está sozinho, e talvez com Deus, se acredita Nele.","vo'se ko'JE.si u lu'gaX, Eo~'dZi vo'se es'ta so'zi~.Ju, i taw'ves ko~ 'de.us, si a.kre'dZi.ta 'nE.li",A_Cabana_-_Frases
1066,"É claro que Deus pode estar lá, mesmo que você não acredite.","Ekla'ru ki 'de.us 'pO.dZi es'taR 'la, 'mez.mu ki vo'se 'na~w~ a.kre'dZi.tSi",A_Cabana_-_Frases
1067,Isso seria bem o jeito de Deus.,'i.su se'ri.a be~j~.u 'Zej.tu dZi 'de.us,A_Cabana_-_Frases
1068,Não é à toa que ele é chamado de O Grande Intrometido.,'na~w~ Ea toa 'ki e'li ESa.ma'du dZi u 'gra~.dZi i~.tro.me'tSi.du,A_Cabana_-_Frases
1069,"A história que você vai ler é resultado de uma luta minha e do Mack para, durante muitos meses, colocar em palavras o que ele viveu.","a is'tOria ki vo'se 'vaj 'ler ERe.zuw.ta'du dZi u~.ma 'lu.ta 'mi~.Ja i du mak.k 'pa.ra, du'ra~.tSi 'muj~.tus 'me.zis, ko.lo'kar e~j~.pa'la.vrajs u ki 'e.li vi'veu",A_Cabana_-_Frases
1070,"Tem um lado um pouco... digamos, muito fantástico.","te~j~.u~ 'la.du u~ 'pow.ku,,, dZiga~mus, 'muj~tufa~tastSiku",A_Cabana_-_Frases
1071,Não vou julgar se algumas partes são verdadeiras ou não.,'na~w~ 'vow Zuw'gaX si aw'gu~.majs 'paX.tSis 'sa~w~ veR.da'dej.rajs ow 'na~w~,A_Cabana_-_Frases
1072,"Prefiro dizer que, mesmo que algumas coisas não possam ser cientificamente provadas, talvez sejam verdadeiras.","pre'fi.ru dZi'zeX ki, 'mez.mu ki aw'gu~.majs 'koj.zajs 'na~w~ 'pO.sa~w~ 'seX si.e~.tSi.fi.ka'me~.tSi pro'va.dajs, taw'ves 'se.Za~w~ veR.da'dej.rajs",A_Cabana_-_Frases
1073,"Mas preciso afirmar honestamente que fazer parte desta história me afetou de modo profundo, desvendando detalhes meus que eu desconhecia.","majs pre'si.zu a.fiR'mar o.nes.ta'me~.tSi ki fa'zeX 'paX.tSi 'dEs.ta is'tOria mi a.fe'tow dZi 'mO.du pro'fu~.du, dez.ve~'da~.du de'ta.Lis 'me.us ki eu des.ko.Je'si.a",A_Cabana_-_Frases
1074,Confesso que desejo desesperadamente que tudo o que Mack me contou seja verdade.,ko~'fE.su ki de'ze.Zu de.zes.pe.ra.da'me~.tSi ki 'tu.du u ki mak.k mi ko~'tow 'se.Za veR'da.dZi,A_Cabana_-_Frases
1075,"Na maioria das vezes eu me sinto próximo dele, mas em outras, quando o mundo visível de concreto e computadores parece ser o real, perco o contato e tenho dúvidas.","na maj.o'ri.a dajs 'vE.ziz eu mi 'si~.tu 'prOSi~.mu 'de.li, majs e~j~'ow.trajs, 'kua~.du u 'mu~.du vi'zivew dZi ko~'krE.tu i ko~.pu.ta'do.ris pa'rE.si 'ser u Re'aw, 'pEX.ku u ko~'ta.tu i 'te~.Ju 'duvi.dajs",A_Cabana_-_Frases
1076,Algumas observações finais.,aw'gu~.majs ob.seR.va'so~j~s fi~'najs,A_Cabana_-_Frases
1077,"Mack gostaria que eu lhe transmitisse o seguinte recado: Se você odiar esta história, desculpe, ela não foi escrita para você.","mak.k gos.ta'ri.a ki eu Li tra~z.mi'tSi.si u se'gi~.tSi Re'ka.du, si vo'se o.dZi'ar 'Es.ta is'tOria, des'kuw.pi, 'E.la 'na~w~ 'foj es'kri.ta 'pa.ra vo'se",A_Cabana_-_Frases
1078,"Mas eu quero acrescentar: afinal, talvez tenha sido.","majs eu 'kE.ru a.krese~.taX, a.fi~'naw, taw'ves 'te~.Ja 'si.du",A_Cabana_-_Frases
1079,O que você vai ler é o máximo que Mack consegue recordar daquilo que aconteceu.,u ki vo'se 'vaj 'ler Eu ma'Si~.mu ki mak.k ko~'sE.gi Re.koR'daR da'ki.lu ki a.ko~.te'seu,A_Cabana_-_Frases
1080,"Esta é a história dele, não a minha.","'Es.ta Ea is.tOria 'de.li, 'na~w~ a 'mi~.Ja",A_Cabana_-_Frases
1081,"Por isso, nas poucas vezes em que apareço, vou me referir a mim mesmo na terceira pessoa, e do ponto de vista de Mack.","por 'i.su, najs 'pow.kajs 'vE.ziz e~j~.ki a.pa're.su, 'vow mi Re.fe'rir a 'mi~ 'mez.mu na teX'sej.ra pe'soa, i du 'po~.tu dZi 'vis.ta dZi mak.k",A_Cabana_-_Frases
1082,"Às vezes a memória pode ser uma companheira enganosa, em especial com relação ao acidente, e eu não ficarei surpreso se, apesar de nosso esforço conjunto para contar a história com exatidão, alguns fatos e lembranças aparecerem distorcidos nestas páginas.","as 'vE.ziz a me'mOria 'pO.dZi 'ser u~.ma ko~.pa'Jej.ra e~.ga'nO.za, e~j~.es.pe.si'aw ko~ Re.la'sa~w~ aw a.si'de~.tSi, i eu 'na~w~ fi.ka'rej suX'pre.zu si, a.pe'zaR dZi 'nO.su es'foX.su ko~'Zu~.tu 'pa.ra ko~'tar a is'tOria ko~ e.za.tSi'da~w~, aw'gu~s 'fa.tuz i le~'bra~.sajs a.pa.re.sE.re~j~.dZis.toX'si.dus 'nEs.tajs 'pa.Zi~.najs",A_Cabana_-_Frases
1083,Não é intencional.,'na~w~ Ei~.te~.si.o.naw,A_Cabana_-_Frases
1084,"Garanto que as conversas e eventos foram registrados do modo mais fiel possível, de acordo com as lembranças de Mack.","ga'ra~.tu ki ajs ko~'vEX.sajs i e've~.tus 'fO.ra~w~ Re.Zis'tra.dus du 'mO.du 'majs fi'Ew po'sivew, dZi a'koR.du ko~ ajs le~'bra~.sajs dZi mak.k",A_Cabana_-_Frases
1085,"Portanto, por favor, tente não se aborrecer com ele.","poX'ta~.tu, poX fa'voX, 'te~.tSi 'na~w~ si a.bo.Re'seX ko~ 'e.li",A_Cabana_-_Frases
1086,"Como você verá, essas coisas não são fáceis de contar.","'ko~.mu vo'se ve'ra, 'E.sajs 'koj.zajs 'na~w~ 'sa~w~ 'fa.sejs dZi ko~'taX",A_Cabana_-_Frases
1087,"Duas estradas se bifurcaram no meio da minha vida, ouvi um sábio dizer.","'du.ajs es'tra.dajs si bi.fuX'ka.ra~w~ nu 'mej.u da 'mi~.Ja 'vi.da, ow'vi u~ 'sa.biu dZi'zeX",A_Cabana_-_Frases
1088,Peguei a estrada menos usada.,pe'gej a es'tra.da 'me~.nuz u'za.da,A_Cabana_-_Frases
1089,E isso fez toda a diferença cada noite e cada dia.,i 'i.su 'fes 'tO.da a dZi.fe're~.sa 'ka.da 'noj.tSi i 'ka.da 'dZi.a,A_Cabana_-_Frases
1090,Larry Norman pedindo desculpas a Robert Frost.,la.Rj noR'ma~ pe'dZi~.du des'kuw.pajs a 'RO.beX.tS fros.tS,A_Cabana_-_Frases
1091,Março desatou uma torrente de chuvas depois de um inverno de secura anormal.,'maX.su de.za'tow u~.ma to'Re~.tSi dZi 'Su.vajs de'pojs dZi u~ i~'vER.nu dZi se'ku.ra a.noR'maw,A_Cabana_-_Frases
1092,"Uma frente fria desceu do Canadá e foi contida por rajadas de vento que rugiam pelo desfiladeiro, vindas do Leste do Oregon.","u~.ma 'fre~.tSi 'fri.a deseu du ka.na'da i 'foj ko~'tSi.da poRa.Za'dajs dZi 've~.tu ki Ru'Zi.a~w~ 'pe.lu des.fi.la'dej.ru, 'vi~.dajs du 'lEs.tSi du o.re'go~",A_Cabana_-_Frases
1093,"Ainda que a primavera certamente estivesse logo ali, depois da esquina, o deus do inverno não iria abandonar sem luta seu domínio conquistado com dificuldade.","a'i~.da ki a pri~.ma'vE.ra seX.ta'me~.tSi es.tSi've.si 'lO.gu a'li, de'pojs da es'ki~.na, u 'de.us du i~'vER.nu 'na~w~ i'ri.a a.ba~.do'naX se~j~'lu.ta 'seu do'miniu ko~.kis'ta.du ko~ dZi.fi.kuw'da.dZi",A_Cabana_-_Frases
1094,"Havia um cobertor de neve recente nas Cascades, e agora a chuva congelava ao bater no chão do lado de fora da casa.","a'vi.a u~ ko.beX'toR dZi 'nE.vi Re'se~.tSi najs kas'ka.dZis, i a'gO.ra a 'Su.va ko~.Ze'la.va aw ba'teR nu 'Sa~w~ du 'la.du dZi 'fOra da 'ka.za",A_Cabana_-_Frases
1095,"Motivo suficiente para Mack se enroscar com um livro e uma sidra quente, aconchegando-se no calor do fogo que estalava na lareira.","mo'tSi.vu su.fi.si'e~.tSi 'pa.ra mak.k si e~.Ros'kaX ko~ u~ 'li.vru i u~.ma 'si.dra 'ke~.tSi, a.ko~.Se'ga~.du si nu ka'loR du 'fO.gu ki es.ta'la.va na la'rej.ra",A_Cabana_-_Frases
1096,"Mas, em vez disso, ele passou a maior parte da manhã no computador.","majs, e~j~'vez 'dZi.su, 'e.li pa'sow a maj'oX 'paX.tSi da ma'Ja~ nu ko~.pu.ta'doX",A_Cabana_-_Frases
1097,"Sentado confortavelmente no escritório de casa, usando calças de pijama e uma camiseta, ele deu telefonemas de vendas.","se~'ta.du ko~.foX.ta.vew'me~.tSi nu es.kri'tOriu dZi 'ka.za, u'za~.du 'kaw.sajs dZi pi'Za~.ma i u~.ma ka.mi'zE.ta, 'e.li 'deu te.le.fo'ne~.majs dZi 've~.dajs",A_Cabana_-_Frases
1098,"Parava com freqüência, ouvindo o som da chuva cristalina tilintar na janela e vendo o acúmulo vagaroso mas constante do gelo lá fora.","pa'ra.va ko~ fre'kwe~.sia, ow'vi~.du u 'so~ da 'Su.va kris.ta'li~.na tSi.li~'taR na Za'nE.la i 've~.du u a'kumu.lu va.ga'ro.zu majs ko~s'ta~.tSi du 'Ze.lu 'la 'fOra",A_Cabana_-_Frases
1099,"Estava se tornando inexoravelmente prisioneiro do gelo em sua própria casa, e com muito prazer.","es'ta.va si toR'na~.du i~.ne.So.ra.vew'me~.tSi pri.zi.o'nej.ru du 'Ze.lu e~j~'su.a 'prOpria 'ka.za, i ko~ 'muj~.tu pra'zeX",A_Cabana_-_Frases
1100,Há algo agradável nas tempestades que interrompem a rotina.,'a 'aw.gu a.gra'da.vew najs te~.pes'ta.dZis ki i~.te'Ro~.pe~j~.a Ro'tSi~.na,A_Cabana_-_Frases
1101,"A neve ou a chuva gélida nos liberam subitamente das expectativas, das exigências de resultados e da tirania dos compromissos e dos horários.","a 'nE.vi ow a 'Su.va 'ZEli.da nus li'be.ra~w~ su.bi.ta'me~.tSi dajs es.pek.ta'tSi.vajs, dajs e.zi'Ze~.siajs dZi Re.zuw'ta.duz i da tSi.ra'ni.a dus ko~.pro'mi.suz i duz o'ra.rius",A_Cabana_-_Frases
1102,"Ao contrário da doença, esta é uma experiência mais coletiva do que individual.","aw ko~'tra.riu da do'e~.sa, 'Es.ta Eu~.ma es.pe.ri'e~.sia 'majs ko.le'tSi.va du ki i~.dZi.vi.du'aw",A_Cabana_-_Frases
1103,"Quase podemos ouvir um suspiro de alívio erguer-se em uníssono na cidade próxima e no campo, onde a natureza interveio para dar uma folga aos exaustos seres humanos.","'kwa.zi po'de~.muz ow'vir u~ sus'pi.ru dZi a'liviu eR'geX si e~j~.u~'niso.nu na si'da.dZi 'prOSi~.ma i nu 'ka~.pu, 'o~.dZi a na.tu're.za i~.teR'vej.u 'pa.ra 'dar u~.ma 'fOw.ga awz e'zaus.tus 'sE.riz u~'ma~.nus",A_Cabana_-_Frases
1104,Todos os afetados pela tempestade são unidos por uma desculpa mútua.,'tO.duz uz a.fe'ta.dus 'pe.la te~.pes'ta.dZi 'sa~w~ u~'ni.dus por u~.ma des'kuw.pa 'mutua,A_Cabana_-_Frases
1105,De súbito e inesperadamente o coração fica um pouco mais leve.,dZi 'subi.tu i i~.nes.pe.ra.da'me~.tSi u ko.ra'sa~w~ 'fi.ka u~ 'pow.ku 'majs 'lE.vi,A_Cabana_-_Frases
1106,Não serão necessárias desculpas por não comparecer a algum compromisso.,'na~w~ se'ra~w~ ne.se'sa.riajs des'kuw.pajs poR 'na~w~ ko~.pa.re'ser a aw'gu~ ko~.pro'mi.su,A_Cabana_-_Frases
1107,"Todos entendem e compartilham a mesma justificativa, e a retirada súbita de qualquer pressão alegra a alma.","'tO.duz e~'te~.de~j~.i ko~.paX'tSi.La~w~ a 'mez.ma Zus.tSi.fi.ka'tSi.va, i a Re.tSi'ra.da 'subi.ta dZi kwaw'keX pre'sa~w~ a'lE.gra a 'aw.ma",A_Cabana_-_Frases
1108,"É claro que as tempestades também interrompem negócios, e, embora umas poucas empresas tenham um ganho extra, outras perdem dinheiro, o que significa que existem os que não sentem júbilo quando tudo fecha temporariamente.","Ekla'ru ki ajs te~.pes'ta.dZis ta~'be~j~ i~.te.Ro~.pe~j~.ne'gOsius, i, e~'bO.ra 'u~.majs 'pow.kajs e~'pre.zajs 'te~.Ja~w~ u~ 'ga~.Ju 'es.tra, 'ow.trajs pER.de~j~.dZi~'Jej.ru, u ki sig.ni'fi.ka ki e'zis.te~j~.us ki 'na~w~ se~.te~j~'Zubi.lu 'kua~.du 'tu.du 'fE.Sa te~.po.ra.ri.a'me~.tSi",A_Cabana_-_Frases
1109,Mas é impossível culpar alguém pela perda de produção ou por não conseguir chegar ao escritório.,majs Ei~.po.sivew kuw'par aw'ge~j~ 'pe.la 'pER.da dZi pro.du'sa~w~ ow poR 'na~w~ ko~.se'giX Se'gar aw es.kri'tOriu,A_Cabana_-_Frases
